station_name,station_ids,first_id
Franklin St & Lake St,"CHI00376, TA1307000111",TA1307000111
Central Park Ave & Ohio St,"369, CHI00884",369
Public Rack - Kostner Ave & Wrightwood Ave,"1018, CHI01473",1018
Sacramento Blvd & Polk St,"419, CHI00905",419
Public Rack - Karlov Ave & Milwaukee Ave,"863, CHI01236",863
Lamon Ave & Armitage Ave,"21357, 357, CHI01897",357
Western Ave & Leland Ave,"CHI00435, TA1307000140",TA1307000140
Damen Ave & Cullerton St,"13089, CHI00267",13089
Ogden Ave & Congress Pkwy,"13081, CHI00305",13081
Troy St & Grace St,"430, CHI00920",430
Ravenswood Ave & Berteau Ave,"CHI00471, TA1309000018",TA1309000018
Sheridan Rd & Loyola Ave,"CHI00752, RP-009",RP-009
Clark St & Elm St,"CHI00281, TA1307000039",TA1307000039
Halsted St & 73rd St,"20244, CHI00846",20244
Artesian Ave & 55th St,"21345, 345, CHI01923",345
Public Rack - Spaulding Ave & Evergreen Ave,"513, CHI01003",513
Public Rack - Spaulding Ave & Bryn Mawr Ave,"489, CHI00889",489
Fullerton & Monitor,"474, CHI00942",474
Logan Blvd & Elston Ave,"CHI00410, TA1308000031",TA1308000031
Leavitt St & Archer Ave,"CHI00319, KA1503000068",KA1503000068
Albany Ave & Belmont Ave,"434, CHI00924",434
Stewart Ave & 63rd St,"649, CHI01217",649
Public Rack - Ashland Ave & 76th St,"719, CHI01108",719
Lake Park Ave & 35th St,"CHI02032, KA1503000004",KA1503000004
Public Rack - Pulaski Rd & Armitage Ave,"517, CHI01213",517
Public Rack - Fullerton Ave & Narragansett Ave,"1011, CHI01466",1011
Halsted St & 78th St,"20233, CHI00857",20233
McClurg Ct & Erie St,"CHI00419, KA1503000041",KA1503000041
Clark St & North Ave,"13128, CHI00444",13128
Tripp Ave & 31st St,"21368, 368.0, CHI01862",368.0
Franklin St & Illinois St,"CHI00648, RN-",RN-
Public Rack - Austin Ave & Roscoe St,"560, CHI01043",560
Whipple St & Roosevelt Rd,"427, CHI00913",427
Wentworth Ave & 63rd St,"CHI00568, KA1503000025",KA1503000025
Public Rack - Milwaukee Ave & Addison St,"502, CHI01018",502
N Damen Ave & W Chicago Ave,"20255.0, CHI00882",20255.0
Public Rack - Prairie Ave & 47th St ,"814, CHI01200",814
Avers Ave & Belmont Ave,"15640, CHI00962",15640
Winchester (Ravenswood) Ave & Balmoral Ave,"CHI00630, KA1504000147",KA1504000147
Kedzie Ave & 45th St,"342, CHI01888",342
MLK Jr Dr & 29th St,"CHI00386, TA1307000139",TA1307000139
Sedgwick St & Webster Ave,"13191, CHI00487",13191
Wabash Ave & Cermak Rd,"CHI00621, TA1305000001",TA1305000001
Lincoln Ave & Sunnyside Ave,"CHI00425, TA1307000156",TA1307000156
Francisco Ave & Foster Ave,"CHI00638, KA1504000160",KA1504000160
Public Rack - Avers Ave & Archer Ave,"824, CHI01230",824
Canal St & Harrison St,"13326, CHI00489",13326
Public Rack - Avers Ave & Ogden Ave,"533, CHI01267",533
Prairie Ave & Garfield Blvd,"906, CHI00346, TA1307000160",TA1307000160
Ellis Ave & 58th St,"CHI00460, TA1309000011",TA1309000011
Wells St & Evergreen Ave,"CHI00393, TA1308000049",TA1308000049
Wells St & Huron St,"13064, CHI00294, TA1306000012",TA1306000012
Damen Ave & Chicago Ave,"13132, CHI00316",13132
Austin Blvd & Chicago Ave,"16921, CHI00600",16921
Central Park & Augusta Blvd,"370, CHI00510",370
Public Rack - Kostner Ave & Armitage Ave,"866, CHI01147",866
Public Rack - Lawndale Ave & 23rd St,"1070, CHI01522",1070
Public Rack - Washtenaw Ave & Devon Ave,"930, CHI01396",930
State St & Chicago Ave,"21544, CHI01772",21544
Dearborn St & Adams St,"CHI00438, TA1305000005",TA1305000005
Clark St & Montrose Ave,"CHI00562, KA1503000022",KA1503000022
Racine Ave & 65th St,"564, CHI00706",564
Avenue O & 118th St,"20218, CHI00868",20218
MLK Jr Dr & 47th St,"CHI00399, TA1308000007",TA1308000007
Hoyne Ave & 47th St,"CHI00572, KA1504000091",KA1504000091
Public Rack - Hyde Park Blvd & 53rd St,"767, CHI01101",767
DuSable Lake Shore Dr & North Blvd,"CHI00525, LF-005",LF-005
Wells St & Polk St,"CHI00606, SL-011",SL-011
Emerald Ave & 31st St,"CHI00486, TA1309000055",TA1309000055
South Shore Dr & 71st St,"CHI02048, KA1503000002",KA1503000002
Stony Island Ave & 71st St,"CHI00549, KA1503000045",KA1503000045
Central St Metra,"CHI02041, E006",E006
Public Rack - California Ave & Devon Ave - NE,"487, CHI00894",487
Racine Ave & Wrightwood Ave,"CHI00506, TA1309000059",TA1309000059
Public Rack - Sawyer Ave & Lawrence Ave,"861, CHI01012",861
Rockwell St & Fletcher St,"435, CHI00925, CHI02082",435
S Aberdeen St & W 106th St,"20126, CHI00807",20126
Public Rack - Rockwell Ave & Touhy Ave ,"480, CHI00953",480
Lawndale Ave & 16th St,"362.0, CHI00895",362.0
Public Rack - Champlain Ave & 65th St,"999, CHI01465",999
Fairfield Ave & 44th St,"21380, 380, CHI01790",380
Public Rack - Kolin Ave & Archer Ave,"831, CHI01184",831
Public Rack - Komensky Ave & 59th St,"776, CHI01133",776
Wilton Ave & Diversey Pkwy*,"CHI02052, chargingstx0, chargingstx2",chargingstx0
Public Rack - Sawyer Ave & Bryn Mawr Ave - SE,"857, CHI00984",857
Public Rack - Wabash Ave & 87th St,"644, CHI01074",644
Public Rack - Western Ave & 92nd Pl,"702, CHI01221",702
Paulina St & Howard St,"515, CHI01214",515
Public Rack - Mt Greenwood Library N,"684, CHI01023",684
Union Ave & Root St,"CHI00248, KA1503000032",KA1503000032
Public Rack - King Dr & 115th St,"937, CHI01403",937
Lincoln Ave & Peterson Ave,"21462, 462, CHI01868",462
Public Rack - California Ave & Cortez St,"512, CHI01185",512
Elston Ave & Wabansia Ave,"CHI00500, TA1309000032",TA1309000032
Olive Harvey College,"20111, CHI00776",20111
Public Rack - Rockwell & Division,"1052, CHI01504",1052
Washtenaw Ave & Ogden Ave,"CHI00629, KA1504000109",KA1504000109
N Carpenter St & W Lake St,"20251.0, CHI00808",20251.0
Dayton St & North Ave,"13058, CHI00240",13058
Lakeview Ave & Fullerton Pkwy,"CHI00469, TA1309000019",TA1309000019
Halsted St & Dickens Ave,"13192, CHI00291",13192
N Green St & W Lake St,"20246.0, CHI00855",20246.0
Greenview Ave & Jarvis Ave,"520, CHI01287",520
Green St & Randolph St*,"CHI01988, chargingstx3",chargingstx3
Damen Ave & Division St,"13136, CHI00318",13136
Wolcott (Ravenswood) Ave & Montrose Ave,"CHI00357, TA1307000144",TA1307000144
Benson Ave & Church St,"596, CHI00737",596
Ashland Ave & 13th St,"13354, CHI00515",13354
Clark St & Lake St,"CHI00761, CHI02077, KA1503000012",KA1503000012
Montrose Harbor,"CHI00427, TA1308000012",TA1308000012
Glenwood Ave & Morse Ave,"CHI00613, KA1504000175",KA1504000175
Sheridan Rd & Columbia Ave,"660, CHI01050",660
Bradley Park,"20227, 633, CHI00854",20227
Hamlin Ave & 62nd Pl,"350, CHI00900",350
Torrence Ave & 106th St,"20221, CHI00867",20221
Lincoln Ave & Diversey Pkwy,"CHI00285, TA1307000064",TA1307000064
Western Ave & 24th St,"CHI00325, TA1309000003",TA1309000003
Theater on the Lake,"CHI00420, TA1308000001",TA1308000001
Broadway & Sheridan Rd,"13323, CHI00476",13323
Public Rack - Langley Ave & 79th St,"661, CHI01178",661
Millennium Park,"13008, CHI01742",13008
Orleans St & Hubbard St,"636, CHI00750",636
Cottage Grove Ave & Oakwood Blvd,"CHI00400, TA1308000038",TA1308000038
Broadway & Belmont Ave,"13277, CHI00239",13277
Dorchester Ave & 63rd St,"CHI00566, KA1503000046",KA1503000046
Sedgwick St & North Ave,"CHI00257, TA1307000038",TA1307000038
Leamington Ave & Hirsch St,"21307, 307, CHI00803",307
Sangamon St & Lake St,"CHI00242, TA1306000015",TA1306000015
Rockwell St & Archer Ave,"21379, 379, CHI01788",379
Wabash Ave & 83rd St,"587, CHI00729",587
Archer Ave & 43rd St,"341, CHI00213",341
Clark St & Grace St,"CHI00301, TA1307000127",TA1307000127
Meade Ave & Diversey Ave,"21353, 353, CHI01840",353
Morgan St & Lake St*,"CHI00878, chargingstx4",chargingstx4
Racine Ave & Congress Pkwy,"CHI00265, TA1306000025",TA1306000025
Clifton Ave & Armitage Ave,"CHI00421, TA1307000163",TA1307000163
Public Rack - Lorel Ave & Grand Ave,"935, CHI01401",935
Hegewisch Metra Station,"20215, CHI00876",20215
Halsted St & 47th Pl,"CHI00523, KA1503000051",KA1503000051
Kilbourn Ave & Irving Park Rd,"590, CHI01081",590
Eberhart Ave & 91st St,"20110, CHI00790",20110
Racine Ave & 61st St,"562, CHI00704",562
Public Rack - Midway Orange Line,"777, CHI01142",777
Public Rack - Western Ave & Devon Ave,"931, CHI01397",931
Meade Ave & Addison St,"21324, 324, CHI00874",324
Elston Ave & Henderson St,"433, CHI00923",433
Public Rack - Cicero Ave & North Ave,"551, CHI01168",551
Michigan Ave & 18th St,"13150, CHI00243",13150
Normal Ave & Archer Ave,"CHI00392, TA1308000014",TA1308000014
Stewart Ave & 83rd St,"20120, CHI00830",20120
Western Ave & Lake St,"24211, 415, CHI00903, CHI01848",415
Public Rack - May St & 78th St,"723, CHI01090",723
Wabash Ave & 87th St,"595, CHI00736",595
Halsted St & Willow St,"CHI00407, TA1307000166",TA1307000166
Shields Ave & 31st St,"CHI00556, KA1503000038",KA1503000038
Pulaski Rd & 60th St,"404, CHI00887",404
Wentworth Ave & 104th St,"20130, CHI00883",20130
Tripp Ave & 65th St,"21407, 407, CHI01867",407
Public Rack - Kedzie Ave & 61st Pl W,"1039, CHI01493",1039
Damen Ave & 51st St,"554, CHI01165",554
Halsted St & 56th St,"CHI00760, KA1503000011",KA1503000011
Public Rack - Pulaski Rd & 65th St,"1033, CHI01487",1033
Harlem Ave & Grace St,"21325, 325, CHI00865",325
Long Ave & Belmont Ave,"21317, 317, CHI00811",317
Public Rack - Emerald Ave & 45th St,"786, CHI01299",786
Pulaski Rd & Congress Pkwy,"535, CHI01136",535
Public Rack - Western Ave & 118th St,"900, CHI01365",900
Public Rack - Christiana Ave & Bryn Mawr Ave,"858, CHI01010",858
Public Rack - Independence Blvd & Roosevelt,"1063, CHI01515",1063
MLK Jr Dr & Pershing Rd,"13420, CHI02040",13420
Western Ave & Walton St,"CHI00576, KA1504000103",KA1504000103
Michigan Ave & Madison St,"13036, CHI01915",13036
Kedzie Ave & 21st St,"15686, CHI00656",15686
Wabash Ave & Adams St,"CHI00786, KA1503000015",KA1503000015
Clark St & Newport St,"18001, 632, CHI00674",632
Damen Ave & Melrose Ave,"13143, CHI00516",13143
Kingsbury St & Erie St,"13265, CHI02028",13265
Broadway & Argyle St,"13108, CHI00311",13108
Western Ave & Congress Pkwy,"15668, CHI00653",15668
W Armitage Ave & N Sheffield Ave,"20254.0, CHI00836",20254.0
Wood St & Hubbard St,"13432, CHI00499",13432
Lincoln Park Conservatory,"CHI00626, LP-",LP-
Canal St & Adams St,"13011, CHI01743",13011
Damen Ave & Wellington Ave,"13268, CHI00484",13268
Broadway & Waveland Ave,"13325, CHI00496",13325
N Paulina St & Lincoln Ave,"20253.0, CHI00833",20253.0
Streeter Dr & Grand Ave,"13022, CHI01747",13022
Kedzie Ave & George St,"436, CHI00926, CHI02085",436
Indiana Ave & Roosevelt Rd,"CHI00450, SL-005",SL-005
Damen Ave & Foster Ave,"CHI00625, KA1504000149",KA1504000149
Franklin St & Chicago Ave,"13017, CHI01745",13017
Canal St & Taylor St,"15550, CHI00532",15550
Albany Ave & Montrose Ave,"15621, CHI01768",15621
Western Ave & 21st St,"13091, CHI00308",13091
Michigan Ave & Washington St,"13001, CHI01677",13001
Talman Ave & Addison St,"15632, CHI00610",15632
Kimbark Ave & 53rd St,"CHI00490, TA1309000037",TA1309000037
Dearborn St & Van Buren St,"624, CHI01076",624
Michigan Ave & Ida B Wells Dr,"CHI00250, TA1305000010",TA1305000010
Larrabee St & Kingsbury St,"CHI00245, TA1306000009",TA1306000009
Sedgwick St & Schiller St,"CHI00303, TA1307000143",TA1307000143
Lakefront Trail & Bryn Mawr Ave,"15576, CHI00298, KA1504000152",15576
Throop St & Taylor St,"13139, CHI00389",13139
Racine Ave & Belmont Ave,"13230, CHI00411, TA1308000019",TA1308000019
Wood St & Milwaukee Ave,"13221, CHI00329",13221
Laramie Ave & Madison St,"540, CHI01276",540
State St & Van Buren St,"CHI00246, TA1305000035",TA1305000035
Michigan Ave & 8th St,"623, CHI01163",623
Franklin St & Monroe St,"CHI00449, CHI02078, TA1309000007",TA1309000007
State St & Randolph St,"CHI00251, TA1305000029",TA1305000029
Damen Ave & Sunnyside Ave,"CHI00459, TA1309000012",TA1309000012
Humboldt Blvd & Armitage Ave,"15651, CHI00636",15651
W Washington Blvd & N Peoria St,"20247.0, CHI00806",20247.0
Drake Ave & Montrose Ave,"CHI00227, KA1504000097",KA1504000097
Damen Ave & Pierce Ave,"CHI00254, CHI02057, TA1305000041",TA1305000041
Michigan Ave & Jackson Blvd,"CHI00452, TA1309000002",TA1309000002
Leavitt St & Armitage Ave,"CHI00467, TA1309000029",TA1309000029
Jefferson St & Monroe St,"CHI00513, WL-011",WL-011
Lincoln Ave & Winona St,"CHI00548, KA1504000078",KA1504000078
Sheffield Ave & Willow St,"CHI00264, TA1306000032",TA1306000032
Burnham Harbor,"15545, CHI00558",15545
Clark St & Bryn Mawr Ave,"CHI00608, KA1504000151",KA1504000151
St. Clair St & Erie St,"13016, CHI01744",13016
Southport Ave & Waveland Ave,"13235, CHI00336",13235
Troy St & Elston Ave,"15631, CHI00570",15631
Public Rack - Western Ave & Jarvis Ave,"483, CHI00948",483
Warren Park East,"CHI00620, RP-002",RP-002
Leavitt St & Belmont Ave,"CHI00615, KA17018068",KA17018068
Eckhart Park,"13289, CHI00349",13289
Public Rack - State ST & 42nd St,"958, CHI01417",958
Racine Ave & 15th St,"13304, CHI00434",13304
Western Ave & Monroe St,"15667, CHI00652",15667
Bosworth Ave & Howard St,"16806, CHI00664",16806
Wacker Dr & Washington St,"CHI01787, KA1503000072",KA1503000072
MLK Jr Dr & 56th St,"CHI00567, KA1503000073",KA1503000073
Claremont Ave & Hirsch St,"13245, CHI00404",13245
Central Ave & Madison St,"16916, CHI00595",16916
Public Rack - Washtenaw Ave & Superior St,"855, CHI01061",855
Komensky Ave & 31st St,"335.0, CHI02013",335.0
Lockwood Ave & Wrightwood Ave,"21312, 312, CHI00813",312
Clark St & Lunt Ave,"CHI00642, KA1504000162",KA1504000162
Halsted St & 104th St,"20125, CHI00829",20125
Daley Center Plaza,"CHI00253, CHI02079, TA1306000010",TA1306000010
Michigan Ave & Pearson St,"13034, CHI01751",13034
Southport Ave & Roscoe St,"13071, CHI00234",13071
Kedzie Ave & Roosevelt Rd,"15682, CHI00654",15682
Public Rack - Milwaukee Ave & Diversey Ave,"504, CHI01148",504
Cicero Ave & Lake St,"16903, CHI00665",16903
Lamon Ave & Belmont Ave,"316, CHI01006",316
Drake Ave & Addison St,"CHI00536, KA1504000142",KA1504000142
South Shore Dr & 67th St,"CHI00247, KA1503000029",KA1503000029
Kedzie Ave & Bryn Mawr Ave,"CHI00646, KA1504000167",KA1504000167
Campbell Ave & 51st St,"21383, 383, CHI01918",383
Prospect Sq & 91st St,"20103, CHI00740",20103
California Ave & North Ave,"13258, CHI00268",13258
Cottage Grove Ave & 43rd St,"CHI00445, TA1308000023",TA1308000023
Public Rack - Hamlin Ave & Montrose Ave,"492, CHI00967",492
Bernard St & Elston Ave,"18016, CHI00698",18016
Public Rack - Hamlin Ave & Fullerton Ave,"507, CHI01290",507
Prairie Ave & 43rd St,"CHI00545, KA1503000027",KA1503000027
Maplewood Ave & Peterson Ave,"CHI00592, KA1504000130",KA1504000130
Public Rack - Spaulding Ave & Foster Ave,"859, CHI00985",859
Woodlawn Ave & Lake Park Ave,"CHI00334, KA1503000065",KA1503000065
Jeffery Blvd & 76th St,"CHI00547, KA1503000028",KA1503000028
Public Rack - St Louis Ave & Berteau Ave,"493, CHI00968",493
Whipple/Irving Park,"475, CHI00943",475
Oketo Ave & Addison St,"21393, 393, CHI01819",393
Public Rack - Christiana Ave & Lawrence Ave,"860, CHI01015",860
Public Rack - Kostner Ave & Diversey Ave,"1019, CHI01474",1019
Halsted St & 59th St,"593, CHI00734",593
Komensky Ave & 55th St,"347, CHI00877",347
Ashland Ave & 50th St,"16940, CHI00679",16940
Eggleston Ave & 69th St,"650, CHI00771",650
Public Rack - Komensky Ave & 26th St,"1069, CHI01521",1069
Public Rack - King Dr & Oakwood Blvd,"956, CHI01430",956
Public Rack - Sawyer Ave & Bryn Mawr Ave - SW,"856, CHI00986",856
Public Rack - Karlov Ave & 26th St,"538, CHI01083",538
Maplewood Ave & 59th St,"389, CHI00909",389
Western Ave & 28th St,"CHI00618, KA1504000168",KA1504000168
University Ave & 57th St,"CHI00551, KA1503000071",KA1503000071
Western Ave & Howard St,"527, CHI00669",527
Lawler Ave & 50th St,"21400, 400, CHI01860",400
Eberhart Ave & 61st St,"CHI00220, KA1503000033",KA1503000033
Cottage Grove Ave & 71st St,"CHI02049, KA1503000003",KA1503000003
Public Rack - Marshfield Ave & 45th St,"840, CHI01128",840
Ewing Ave & Burnham Greenway,"20223, CHI00851",20223
Vincennes Ave & 75th St,"16953, CHI00689",16953
Public Rack - Drake Ave & Leland Ave,"933, CHI01399",933
Public Rack - Kimball Ave & Carmen Ave,"490, CHI00955",490
Public Rack - 111th St - Morgan Park Metra,"682, CHI01117",682
Ashland Ave & Chicago Ave,"13247, CHI00338",13247
California Ave & Cortez St,"17660, 512, CHI00700",17660
Broadway & Wilson Ave,"13074, CHI00272",13074
Clark St & Leland Ave,"CHI00461, TA1309000014",TA1309000014
Broadway & Berwyn Ave,"13109, CHI00414",13109
Ashland Ave & Wellington Ave,"13269, CHI00408",13269
Broadway & Cornelia Ave,"13278, CHI00430",13278
Sheridan Rd & Lawrence Ave,"CHI00492, TA1309000041",TA1309000041
Clark St & Columbia Ave,"CHI00754, RP-008",RP-008
Public Rack - Loomis St & 87th St,"641, CHI01335",641
Southport Ave & Belmont Ave,"13229, CHI00335",13229
Racine Ave & Randolph St,"13155, CHI00320",13155
DuSable Lake Shore Dr & Monroe St,"13300, CHI00374",13300
Chicago Ave & Washington St,"CHI02038, E002",E002
Central Park Ave & Ogden Ave,"15685, 532, CHI00655",15685
Paulina St & Montrose Ave,"CHI00463, TA1309000021",TA1309000021
California Ave & Winona St,"443, CHI00931",443
Leavitt St & Lawrence Ave,"CHI00472, TA1309000015",TA1309000015
State St & 33rd St,"13216, CHI00223",13216
Lake Park Ave & 53rd St,"CHI00559, KA1503000059",KA1503000059
Spaulding Ave & 16th St,"21366, 366.0, CHI01870",366.0
Wentworth Ave & 33rd St,"15445, CHI00519",15445
Columbus Dr & Randolph St,"13263, CHI00345",13263
Lincoln Ave & Waveland Ave,"13253, CHI00446",13253
May St & Taylor St,"13160, CHI00322",13160
Clinton St & Washington Blvd,"CHI00509, WL-012",WL-012
Halsted St & 21st St,"13162, CHI00323",13162
California Ave & 21st St,"13096, CHI00397",13096
Wilton Ave & Belmont Ave,"CHI00353, TA1307000134",TA1307000134
Leavitt St & Addison St,"CHI00529, KA1504000143",KA1504000143
Winchester Ave & Elston Ave,"CHI00599, KA1504000140",KA1504000140
Milwaukee Ave & Fullerton Ave,"428, CHI00918, CHI02075",428
Elizabeth St & 47th St,"553, CHI00693",553
Michigan Ave & 14th St,"CHI00342, TA1307000124",TA1307000124
Lakefront Trail & Wilson Ave,"639, CHI01209",639
Wells St & 19th St,"CHI00782, SL-006",SL-006
Archer (Damen) Ave & 37th St,"18022, CHI00705",18022
Fairbanks Ct & Grand Ave,"CHI00605, TA1305000003",TA1305000003
Clark St & 9th St (AMLI),"CHI01776, SL-009",SL-009
Clark St & Schiller St,"CHI00462, TA1309000024",TA1309000024
Wabash Ave & Wacker Pl,"CHI00416, TA1307000131",TA1307000131
Carpenter St & Huron St,"13196, CHI00286",13196
Clinton St & Madison St,"CHI00233, TA1305000032",TA1305000032
Shore Dr & 55th St,"CHI00394, TA1308000009",TA1308000009
Clark St & Chicago Ave,"13303, CHI00351",13303
Elizabeth St & Fulton St,"13197, CHI00280",13197
Southport Ave & Clark St,"CHI00433, TA1308000047",TA1308000047
Sheffield Ave & Kingsbury St,"13154, CHI02023",13154
Clarendon Ave & Junior Ter,"13389, CHI00395",13389
Clark St & Lincoln Ave,"13179, CHI00413",13179
Pulaski Rd & Lake St,"528, CHI00670",528
Halsted St & Maxwell St,"CHI00437, TA1309000001",TA1309000001
Paulina St & Flournoy St,"CHI00627, KA1504000104",KA1504000104
Cherry Ave & Blackhawk St,"18069, CHI00718",18069
Blue Island Ave & 18th St,"13135, CHI00443",13135
Kingsbury St & Kinzie St,"CHI00299, KA1503000043",KA1503000043
Larrabee St & Webster Ave,"13193, CHI00454",13193
State St & Harrison St,"CHI01774, SL-007",SL-007
Loomis St & Jackson Blvd,"13206, CHI00230",13206
State St & Kinzie St,"13050, CHI00288",13050
2112 W Peterson Ave,"CHI00611, KA1504000155",KA1504000155
Ellis Ave & 55th St,"CHI00583, KA1504000076",KA1504000076
Western Ave & Granville Ave,"CHI00590, KA1504000129",KA1504000129
Public Rack - Pulaski Rd & Fullerton Ave,"508, CHI01001",508
Wood St & Webster Ave,"CHI00331, TA1307000138",TA1307000138
Ashland Ave & Lake St,"13073, CHI00384",13073
Sacramento Blvd & Fulton Ave,"414, CHI00902",414
Hermitage Ave & Polk St,"13080, CHI00283",13080
Public Rack - Hyde Park Blvd & 55th St,"768, CHI01150",768
Malcolm X College,"631, CHI00746",631
Kildare Ave & 55th St,"21403, 403, CHI01861",403
Public Rack - Keystone Ave & Irving Park Rd,"495, CHI00970",495
Western Ave & 104th St,"20123, CHI00859",20123
Kedzie Ave & Chicago Ave,"CHI00657, KA1504000114",KA1504000114
Public Rack - Cicero Ave & Altgeld St,"548, CHI01121",548
Roscoe & Harlem,"319, CHI01009",319
Public Rack - Nagle Ave & Belmont Ave,"810, CHI00994",810
Kenton Ave & Madison St,"537, CHI00678",537
Public Rack - Lawndale Ave & Diversey Ave,"506, CHI01098",506
Rockwell St & 63rd St,"391, CHI00917",391
Wood St & 35th St,"CHI00326, KA1503000066",KA1503000066
Public Rack - Mozart Elementary School,"509, CHI01144",509
Michigan Ave & 114th St,"20243, CHI00823",20243
Public Rack - Laramie Ave & Belmont Ave,"544, CHI00685",544
Public Rack - Woodlawn Ave & 63rd St S,"950, CHI01416",950
Kedzie Ave & 110th St,"20204, CHI00818",20204
Indiana Ave & 103rd St,"20112, CHI00747",20112
Dauphin Ave & 103rd St,"20113, CHI00753",20113
Damen Ave & Pershing Rd,"546, CHI01139",546
Public Rack - South Shore Dr & 71st St,"948, CHI01422",948
Public Rack - Jonathan Y Scammon Public School,"503, CHI01285",503
Public Rack - Avers Ave & Irving Park Rd,"494, CHI00969",494
South Chicago Ave & 83rd St,"588, CHI00730",588
Public Rack - Campbell Ave & Pratt Blvd,"929, CHI01395",929
Albany Ave & Douglas Blvd,"21421, 421, CHI01869",421
Public Rack - Eberhart Ave & 61st St,"955, CHI01411",955
Evans Ave & 75th St,"570, CHI00711",570
Public Rack - Cicero Ave & Wrightwood Ave,"547, CHI00972",547
Bennett Ave & 79th St,"16970, CHI00691",16970
Rhodes Ave & 71st St,"652, CHI00789",652
Public Rack - Pulaski & 52nd,"830, CHI01291",830
Halsted St & 69th St,"15597, CHI00218",15597
Cicero Ave & Quincy St,"16913, CHI00591",16913
MLK Jr Dr & 63rd St,"CHI00564, KA1503000053",KA1503000053
Public Rack - Western Ave & 47th Pl,"1048, CHI01502",1048
Commercial Ave & 130th St,"20213, CHI00828",20213
Clyde Ave & 87th St,"20230, CHI00835",20230
Richmond St & 59th St,"21388, 388, CHI01824",388
Cottage Grove Ave & 78th St,"575, CHI01104",575
Public Rack - California Ave & Devon Ave - NW,"486, CHI00950",486
Public Rack - Forrestville Ave & 47th St,"815, CHI01229",815
Lincolnwood Dr & Central St,"CHI02045, E014",E014
Public Rack - Evans Ave & 63rd St,"749, CHI01293",749
Ashland Ave & 66th St,"16950, CHI00683",16950
Public Rack - Halsted St & 95th St - SE,"627, CHI01306",627
Kostner Ave & Lake St,"536, 851, CHI00677",536
Public Rack - Kedzie Ave & 64th St - SW,"760, CHI01087",760
Kostner Ave & 63rd St,"21406, 406, CHI01893",406
Public Rack - Calumet Ave & 51st St,"813, CHI01310",813
Commercial Ave & 100th St,"20225, CHI00840",20225
Public Rack - Ashland Ave & 45th St,"843, CHI00983",843
State St & 123rd St,"20210, CHI00838",20210
Mozart St & Jackson Blvd,"21418, 418, CHI01866",418
S Michigan Ave & E 118th St,"20209, CHI00848",20209
Long Ave & North Ave,"21375, 375, CHI01886",375
Public Rack - Kedzie Ave & 63rd St,"757, CHI01298",757
Public Rack - Mackinaw Ave & 106th St,"614, CHI01250",614
Public Rack - Rockwell & 111th St,"677, CHI01052",677
Ashland Ave & 78th St,"20234, CHI00957",20234
May St & 69th St,"567, CHI01205",567
Public Rack - Western Ave & 100th St,"695, CHI01322",695
Public Rack - St Louis Ave & Flournoy St,"1066, CHI01518",1066
Public Rack - Halsted St & 95th St - SW,"626, CHI00996",626
Public Rack - Narragansett Ave & Fullerton Ave,"566, CHI01181",566
Public Rack - Central Park Ave & Fillmore St,"524, CHI01095",524
Public Rack - Nordica Ave & Addison St,"811, CHI01204",811
Public Rack - Kildare Ave & Washignton Blvd,"852, CHI01252",852
Public Rack - Chopin Park,"542, CHI01002",542
Public Rack - Komensky Ave & 63rd St,"1031, CHI01485",1031
Public Rack - Wood St & 103rd St,"694, CHI01323",694
Public Rack - Western Ave & 111th St - SW,"679, CHI00975",679
Lavergne Ave & Division St,"21304, 304, CHI00847",304
Menard Ave & North Ave,"376, CHI00910",376
Public Rack - Jeffrey Blvd & 71st St,"736, CHI01268",736
Public Rack - N Sayre Ave & W Belden Ave,"802, CHI01160",802
Public Rack - Kedvale Ave & Avondale Ave,"496, CHI01037",496
Public Rack - Kedzie Ave & 54th St - SE,"823, CHI01275",823
Public Rack - Whipple St & 63rd St,"1028, CHI01482",1028
California Ave & 29th St,"466, CHI00938",466
Public Rack - Talman Ave & 51st St,"822, CHI01228",822
Public Rack - Kedzie Ave & 62nd Pl,"1038, CHI01492",1038
Public Rack - Walden Pkwy & 99th St,"904, CHI01369",904
Public Rack - Ashland Ave & 71st St,"742, CHI01025",742
Public Rack - Marquette Rd & 67th St,"998, CHI01464",998
Public Rack - Western Ave & 111th St - NW,"681, CHI01295",681
Public Rack - Racine Ave & 74th St,"722, CHI01182",722
Public Rack - Kedvale Ave & 63rd St W,"1032, CHI01486",1032
Public Rack - Calumet Ave & Garfield Blvd,"907, CHI01372",907
Ashland Ave & 74th St,"20245, CHI00809",20245
Shields Ave & 28th Pl,"15443, CHI00514",15443
Shedd Aquarium,"15544, CHI00533",15544
Sheffield Ave & Wrightwood Ave,"CHI00465, TA1309000023",TA1309000023
Sheridan Rd & Montrose Ave,"CHI00290, TA1307000107",TA1307000107
Monticello Ave & Irving Park Rd,"CHI00593, KA1504000139",KA1504000139
Clark St & Armitage Ave,"13146, CHI00474",13146
Rush St & Hubbard St,"CHI00555, KA1503000044",KA1503000044
Wood St & Augusta Blvd,"657, CHI00788",657
Aberdeen St & Jackson Blvd,"13157, CHI00406",13157
Halsted St & Roscoe St,"13127, CHI00473, TA1309000025",TA1309000025
Kilpatrick Ave & Grand Ave,"21374, 374, CHI01889",374
Dodge Ave & Church St,"600, CHI00741",600
